Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P34931|HS71L_HUMAN	P34931	HS71L_HUMAN	HSPA1L	641	34.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1-like	1.0000	0.9990	17	46	46	470	6	7	7	7	10	9	6	7	7	7	10	9	88	79	71	82	73	77	4449058.0	4402009.0	4489191.0	2981597.8	2914285.0	2858588.0	4449058.0	4402009.0	4489191.0	2981597.8	2914285.0	2858588.0	2.2950022E7	2.2002088E7	2.6274468E7	2.5828448E7	2.5067402E7	2.5036896E7	4059316.0	3507750.2	4381362.5	2694086.5	2764158.5	2614765.8	4059316.0	3507750.2	4381362.5	2694086.5	2764158.5	2614765.8	1.0481594E7	1.0352172E7	1.1083035E7	1.0472558E7	1.0138844E7	1.0125323E7	
sp|P17066|HSP76_HUMAN	P17066	HSP76_HUMAN	HSPA6	643	15.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock 70 kDa protein 6	1.0000	0.9990	13	4	3	277	0	1	2	1	0	0	0	1	1	1	0	0	44	50	49	48	45	41	83872.28	81367.59	97032.37	54750.19	47784.773	51782.094	0.0	45279.168	49044.242	0.0	0.0	0.0	1.710726E7	1.716493E7	1.8290436E7	1.7952306E7	1.7620492E7	1.7740894E7	0.0	83347.94	94726.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7384335.0	7384864.0	7762247.5	7728208.5	7523190.5	7455352.0	
sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	40.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calmodulin-1	1.0000	0.9990	6	141	0	141	26	21	26	25	18	25	0	0	0	0	0	0	26	21	26	25	18	25	3002352.8	3027410.0	3311957.5	3264304.8	3313048.2	3257600.2	0.0	0.0	0.0	0.0	0.0	0.0	3002352.8	3027410.0	3311957.5	3264304.8	3313048.2	3257600.2	1687205.1	1816103.1	1803783.2	1807347.8	1837870.2	1774396.4	0.0	0.0	0.0	0.0	0.0	0.0	1687205.1	1816103.1	1803783.2	1807347.8	1837870.2	1774396.4	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN
sp|P0DPB6|RPAC2_HUMAN	P0DPB6	RPAC2_HUMAN	POLR1D	133	63.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC2	1.0000	0.9990	5	56	56	56	11	9	10	10	7	9	11	9	10	10	7	9	11	9	10	10	7	9	478578.7	452653.8	480227.8	444832.75	432680.9	485730.06	478578.7	452653.8	480227.8	444832.75	432680.9	485730.06	478578.7	452653.8	480227.8	444832.75	432680.9	485730.06	245964.94	256412.33	246342.3	234540.25	241420.98	259935.78	245964.94	256412.33	246342.3	234540.25	241420.98	259935.78	245964.94	256412.33	246342.3	234540.25	241420.98	259935.78	
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	15.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.4	1.0000	0.9990	3	33	0	33	5	6	6	5	6	5	0	0	0	0	0	0	5	6	6	5	6	5	2763655.5	2760577.0	3021745.5	3165533.0	3146715.5	3097048.0	0.0	0.0	0.0	0.0	0.0	0.0	2763655.5	2760577.0	3021745.5	3165533.0	3146715.5	3097048.0	1819378.1	1790401.4	1967490.4	2037529.9	2065005.2	2035345.5	0.0	0.0	0.0	0.0	0.0	0.0	1819378.1	1790401.4	1967490.4	2037529.9	2065005.2	2035345.5	sp|P16402|H13_HUMAN, sp|P16403|H12_HUMAN
sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	66.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	60 kDa heat shock protein, mitochondrial	1.0000	0.9990	30	1100	1100	1100	201	190	173	180	180	176	201	190	173	180	180	176	201	190	173	180	180	176	7614171.0	7617698.0	7693152.0	7488672.0	7382057.0	7909557.0	7614171.0	7617698.0	7693152.0	7488672.0	7382057.0	7909557.0	7614171.0	7617698.0	7693152.0	7488672.0	7382057.0	7909557.0	2834963.2	2918721.5	2795836.5	2788972.0	2679728.8	2651141.8	2834963.2	2918721.5	2795836.5	2788972.0	2679728.8	2651141.8	2834963.2	2918721.5	2795836.5	2788972.0	2679728.8	2651141.8	
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	65.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP	1.0000	0.9990	32	531	467	566	91	86	91	97	83	83	80	73	81	87	74	72	100	94	97	100	89	86	1.1305523E7	1.0226014E7	1.3892129E7	1.3132189E7	1.2796549E7	1.2570514E7	2745776.8	2797100.2	2747508.5	2593605.8	2565764.2	2459142.8	1.6506437E7	1.5638273E7	1.9446032E7	1.9015498E7	1.830496E7	1.8589494E7	1.0537242E7	1.040356E7	1.0572512E7	1.0451578E7	1.037193E7	1.0290561E7	944497.0	934892.94	937234.3	931154.94	918121.7	919055.1	1.0533683E7	1.0372408E7	1.0533555E7	1.046909E7	1.0366016E7	1.0351708E7	
sp|P11169|GTR3_HUMAN	P11169	GTR3_HUMAN	SLC2A3	496	7.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Solute carrier family 2, facilitated glucose transporter member 3	1.0000	0.9990	4	23	7	23	4	4	5	3	4	3	1	1	2	1	1	1	4	4	5	3	4	3	385029.6	398599.4	366260.0	382715.0	355086.97	339240.12	118094.734	131690.6	120678.56	125276.89	119014.15	114295.25	385029.6	398599.4	366260.0	382715.0	355086.97	339240.12	185418.4	188078.03	171401.22	179614.36	170689.2	161479.06	0.0	0.0	0.0	0.0	0.0	0.0	185418.4	188078.03	171401.22	179614.36	170689.2	161479.06	
sp|P11171|EPB41_HUMAN	P11171	EPB41_HUMAN	EPB41	864	46.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein 4.1	1.0000	0.9990	26	256	236	256	47	40	46	39	41	43	44	36	41	37	37	41	47	40	46	39	41	43	1756656.9	1459862.9	1576858.8	1300899.1	1568257.9	1461912.0	1756656.9	1459862.9	1576858.8	1300899.1	1568257.9	1461912.0	1756656.9	1459862.9	1576858.8	1300899.1	1568257.9	1461912.0	925975.0	885842.8	895662.4	868627.06	851391.6	855662.44	937095.4	884577.06	893730.56	861305.1	853551.44	853596.56	925975.0	885842.8	895662.4	868627.06	851391.6	855662.44	
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	25.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Band 4.1-like protein 2	1.0000	0.9990	17	140	134	140	29	27	23	22	19	20	28	26	22	21	18	19	29	27	23	22	19	20	313611.72	319959.2	339149.47	326774.66	337676.75	328495.72	313611.72	319959.2	339149.47	326774.66	337676.75	328495.72	313611.72	319959.2	339149.47	326774.66	337676.75	328495.72	128158.85	132459.83	134329.36	125220.516	123654.164	126346.04	127777.38	131187.67	135228.03	124307.85	124571.57	127092.055	128158.85	132459.83	134329.36	125220.516	123654.164	126346.04	
sp|P11216|PYGB_HUMAN	P11216	PYGB_HUMAN	PYGB	843	17.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycogen phosphorylase, brain form	1.0000	0.9990	9	51	48	51	9	10	5	11	9	7	8	10	5	9	9	7	9	10	5	11	9	7	129779.87	76090.69	128726.805	118411.875	108063.51	102513.17	129779.87	76090.69	128726.805	118411.875	108063.51	102513.17	129779.87	76090.69	128726.805	118411.875	108063.51	102513.17	50937.176	48826.727	47435.97	45365.332	42919.117	41918.0	50597.293	48309.81	47441.402	46153.45	42919.117	41918.0	50937.176	48826.727	47435.97	45365.332	42919.117	41918.0	
sp|P11274|BCR_HUMAN	P11274	BCR_HUMAN	BCR	1271	18.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Breakpoint cluster region protein	1.0000	0.9990	21	91	82	91	15	21	10	20	9	16	14	19	8	19	8	14	15	21	10	20	9	16	4156668.5	4274929.0	4376842.5	2723139.2	2716861.2	2701834.2	4156668.5	4274929.0	4376842.5	2723139.2	2716861.2	2701834.2	4156668.5	4274929.0	4376842.5	2723139.2	2716861.2	2701834.2	1647296.9	1713372.5	1696011.0	1659128.6	1612807.9	1716229.1	1656283.4	1751015.1	1701534.8	1624884.9	1609618.0	1703254.4	1647296.9	1713372.5	1696011.0	1659128.6	1612807.9	1716229.1	
sp|P11413|G6PD_HUMAN	P11413	G6PD_HUMAN	G6PD	515	69.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glucose-6-phosphate 1-dehydrogenase	1.0000	0.9990	30	497	481	497	82	85	79	80	86	85	81	83	76	77	82	82	82	85	79	80	86	85	2044932.5	1988508.8	1941560.8	1959883.2	1898997.1	1882033.2	2044932.5	1988508.8	1941560.8	1959883.2	1898997.1	1882033.2	2044932.5	1988508.8	1941560.8	1959883.2	1898997.1	1882033.2	700851.2	699640.3	672940.6	660874.5	656792.0	636861.0	701961.1	702463.0	671757.8	662023.8	657608.75	632526.06	700851.2	699640.3	672940.6	660874.5	656792.0	636861.0	
sp|P11474|ERR1_HUMAN	P11474	ERR1_HUMAN	ESRRA	423	10.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Steroid hormone receptor ERR1	1.0000	0.9990	2	12	12	12	1	3	3	2	2	1	1	3	3	2	2	1	1	3	3	2	2	1	14994.878	16116.253	16737.691	17628.66	15053.211	11814.636	14994.878	16116.253	16737.691	17628.66	15053.211	11814.636	14994.878	16116.253	16737.691	17628.66	15053.211	11814.636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P11940|PABP1_HUMAN	P11940	PABP1_HUMAN	PABPC1	636	54.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyadenylate-binding protein 1	1.0000	0.9990	27	405	138	418	67	68	66	70	71	63	23	28	20	25	23	19	69	69	68	72	73	67	4019093.8	3983313.0	3654871.5	3921947.2	3923408.5	3909826.5	1901445.8	1858275.5	2006209.4	2055868.9	2070666.0	2134428.2	4019093.8	3983313.0	3654871.5	3921947.2	3923408.5	3909826.5	1362912.5	1349136.6	1403710.6	1461277.4	1471299.9	1459478.1	1095214.9	1074874.4	1008560.4	989916.1	994935.8	979054.25	1361225.4	1343783.9	1407676.8	1464762.9	1469417.9	1461362.2	
sp|Q13310|PABP4_HUMAN	Q13310	PABP4_HUMAN	PABPC4	644	49.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyadenylate-binding protein 4	1.0000	0.9990	22	159	144	264	27	26	25	24	28	29	25	25	23	21	25	25	43	44	42	41	47	47	1242991.4	1240600.6	1426858.5	1527596.2	1473653.2	1819163.5	1029581.4	1039453.3	1149913.4	1241528.0	1226352.2	1282784.8	3441552.5	3427169.0	3105568.0	3504086.5	3466768.0	3485583.5	582682.3	582097.6	611563.56	648034.3	644238.75	640148.2	413565.84	419708.56	429648.22	443259.88	443206.2	437068.66	1342541.8	1321313.2	1386281.5	1486011.5	1484167.5	1493285.2	
sp|Q4VXU2|PAP1L_HUMAN	Q4VXU2	PAP1L_HUMAN	PABPC1L	614	10.30	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Polyadenylate-binding protein 1-like	0.9997	0.9990	6	9	9	81	2	2	2	1	1	1	2	2	2	1	1	1	14	12	16	13	13	13	380467.8	383005.1	390655.5	207867.61	199567.55	192742.31	380467.8	383005.1	390655.5	207867.61	199567.55	192742.31	2268508.0	2258083.0	2276767.5	2436079.5	2450030.2	2501474.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1009418.4	996816.2	1037198.0	1104549.4	1114980.8	1095744.1	
sp|P12081|SYHC_HUMAN	P12081	SYHC_HUMAN	HARS	509	49.50	Homo sapiens	1:Experimental evidence at protein level	Histidine--tRNA ligase, cytoplasmic	1.0000	0.9990	19	127	87	127	19	25	25	23	20	15	12	16	18	17	14	10	19	25	25	23	20	15	725862.44	743991.5	824294.6	840291.6	791448.9	814296.75	725862.44	743991.5	824294.6	840291.6	791448.9	814296.75	725862.44	743991.5	824294.6	840291.6	791448.9	814296.75	268227.5	274157.3	284889.2	278477.78	276200.2	281139.66	265292.62	273465.1	284266.0	284067.72	274096.2	282123.22	268227.5	274157.3	284889.2	278477.78	276200.2	281139.66	
sp|P12277|KCRB_HUMAN	P12277	KCRB_HUMAN	CKB	381	64.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Creatine kinase B-type	1.0000	0.9990	18	452	452	468	72	77	77	80	77	69	72	77	77	80	77	69	76	79	79	83	79	72	4738052.0	4657140.0	4901922.0	5066421.0	4935900.0	4940642.0	4738052.0	4657140.0	4901922.0	5066421.0	4935900.0	4940642.0	4738052.0	4657140.0	4901922.0	5066421.0	4935900.0	4940642.0	2112490.0	2099344.5	2018197.9	2001388.6	1968815.5	1889093.5	2112490.0	2099344.5	2018197.9	2001388.6	1968815.5	1889093.5	2099080.0	2093422.6	2021332.6	2006509.0	1970973.6	1896646.4	
sp|P12532|KCRU_HUMAN	P12532	KCRU_HUMAN	CKMT1A	417	25.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Creatine kinase U-type, mitochondrial	1.0000	0.9990	6	35	19	35	9	5	4	5	5	7	5	3	2	2	3	4	9	5	4	5	5	7	525592.94	526132.3	540964.7	517950.44	537789.3	547767.5	127228.87	80503.17	81140.78	123102.016	86291.47	106798.39	525592.94	526132.3	540964.7	517950.44	537789.3	547767.5	466019.53	441870.47	428028.75	468163.7	443860.78	431729.62	57928.566	54167.36	50583.566	59724.29	53859.37	51477.414	466019.53	441870.47	428028.75	468163.7	443860.78	431729.62	
sp|P12318|FCG2A_HUMAN	P12318	FCG2A_HUMAN	FCGR2A	317	18.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Low affinity immunoglobulin gamma Fc region receptor II-a	1.0000	0.9990	4	22	16	22	3	7	2	4	3	3	1	4	2	4	3	2	3	7	2	4	3	3	172916.05	135774.81	250838.61	141216.06	63032.76	59890.258	79866.24	82275.24	68750.84	74051.305	63032.76	59890.258	172916.05	135774.81	250838.61	141216.06	63032.76	59890.258	90568.77	100433.78	89777.09	87647.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90568.77	100433.78	89777.09	87647.18	0.0	0.0	
sp|P12829|MYL4_HUMAN	P12829	MYL4_HUMAN	MYL4	197	54.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin light chain 4	1.0000	0.9990	8	98	98	98	17	16	14	15	19	17	17	16	14	15	19	17	17	16	14	15	19	17	1941755.8	1916689.0	1919537.2	1991192.0	1981897.5	1949500.1	1941755.8	1916689.0	1919537.2	1991192.0	1981897.5	1949500.1	1941755.8	1916689.0	1919537.2	1991192.0	1981897.5	1949500.1	744734.9	731635.94	742507.75	756317.5	748975.0	734240.0	744734.9	731635.94	742507.75	756317.5	748975.0	734240.0	744734.9	731635.94	742507.75	756317.5	748975.0	734240.0	
sp|P60660|MYL6_HUMAN	P60660	MYL6_HUMAN	MYL6	151	46.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin light polypeptide 6	1.0000	0.9990	4	67	67	67	11	12	11	12	11	10	11	12	11	12	11	10	11	12	11	12	11	10	770677.5	754485.2	802232.9	868337.7	835541.9	844393.75	770677.5	754485.2	802232.9	868337.7	835541.9	844393.75	770677.5	754485.2	802232.9	868337.7	835541.9	844393.75	389834.06	397133.9	399080.78	397027.3	402104.9	404215.53	389834.06	397133.9	399080.78	397027.3	402104.9	404215.53	389834.06	397133.9	399080.78	397027.3	402104.9	404215.53	
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	69.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 2	1.0000	0.9990	45	1239	1218	1239	208	220	211	199	198	203	206	217	205	196	195	199	208	220	211	199	198	203	9255246.0	9233195.0	9620727.0	9901845.0	9966401.0	9839556.0	9255246.0	9233195.0	9620727.0	9901845.0	9966401.0	9839556.0	9255246.0	9233195.0	9620727.0	9901845.0	9966401.0	9839556.0	3328096.8	3332001.8	3380679.8	3526110.8	3472667.2	3473122.2	3336411.0	3345453.2	3380501.0	3515288.2	3467611.2	3466389.8	3328096.8	3332001.8	3380679.8	3526110.8	3472667.2	3473122.2	
sp|P13693|TCTP_HUMAN	P13693	TCTP_HUMAN	TPT1	172	72.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translationally-controlled tumor protein	1.0000	0.9990	7	129	95	129	18	22	19	26	22	22	14	15	15	19	17	15	18	22	19	26	22	22	2378205.0	2322713.0	2292581.0	2287541.2	2292578.5	2264883.2	2193264.8	2127555.0	2086479.0	2008734.0	2104640.0	2006239.1	2378205.0	2322713.0	2292581.0	2287541.2	2292578.5	2264883.2	962152.44	984601.1	945266.94	985288.2	957683.4	963938.0	975090.0	1023222.06	938152.06	987482.75	949477.6	928091.7	962152.44	984601.1	945266.94	985288.2	957683.4	963938.0	
sp|P13796|PLSL_HUMAN	P13796	PLSL_HUMAN	LCP1	627	72.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plastin-2	1.0000	0.9990	35	484	398	484	73	78	76	84	83	90	60	65	60	69	69	75	73	78	76	84	83	90	2136831.2	2159461.8	2226027.8	2293127.5	2227698.5	2243754.2	1966325.8	2008564.6	2042977.2	2065885.8	1994339.1	1973140.5	2136831.2	2159461.8	2226027.8	2293127.5	2227698.5	2243754.2	888152.9	893146.1	890331.94	873144.4	869340.44	873110.06	890551.75	897061.5	888297.7	877534.25	869986.1	863954.4	888152.9	893146.1	890331.94	873144.4	869340.44	873110.06	
sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	26.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Macrophage migration inhibitory factor	1.0000	0.9990	2	34	17	34	6	4	8	5	7	4	3	2	5	2	4	1	6	4	8	5	7	4	1662533.8	1678380.5	1795348.2	1819067.9	1814058.1	1783624.5	82234.45	86332.016	84283.26	75377.766	79556.51	69588.484	1662533.8	1678380.5	1795348.2	1819067.9	1814058.1	1783624.5	1657658.5	1704754.5	1746237.9	1667086.5	1708150.0	1588113.9	0.0	0.0	0.0	0.0	0.0	0.0	1657658.5	1704754.5	1746237.9	1667086.5	1708150.0	1588113.9	
sp|P14373|TRI27_HUMAN	P14373	TRI27_HUMAN	TRIM27	513	26.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein RFP	1.0000	0.9990	11	72	64	72	15	14	10	14	11	8	14	13	9	12	9	7	15	14	10	14	11	8	324438.4	311630.62	295561.66	218299.61	209743.98	209617.36	372934.12	316541.25	293523.66	221260.9	153836.0	208565.94	324438.4	311630.62	295561.66	218299.61	209743.98	209617.36	142926.77	138325.45	132448.05	134005.7	140254.08	135744.2	141365.67	137450.39	132782.7	133194.28	142198.97	136712.39	142926.77	138325.45	132448.05	134005.7	140254.08	135744.2	
sp|P14550|AK1A1_HUMAN	P14550	AK1A1_HUMAN	AKR1A1	325	48.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member A1	1.0000	0.9990	13	134	119	134	26	19	20	27	21	21	22	17	18	25	18	19	26	19	20	27	21	21	495924.25	457929.62	426887.0	440719.7	481977.75	534450.2	495924.25	457929.62	426887.0	440719.7	481977.75	534450.2	495924.25	457929.62	426887.0	440719.7	481977.75	534450.2	183843.58	182412.73	176069.88	172011.4	175444.6	185438.47	187235.38	184867.86	175369.17	169844.31	176115.86	181984.19	183843.58	182412.73	176069.88	172011.4	175444.6	185438.47	
sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	57.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmin	1.0000	0.9990	38	501	475	545	91	81	79	87	84	79	88	78	76	80	78	75	98	87	86	94	92	88	2055757.5	2070967.5	2007494.8	1985582.0	2026928.0	2028063.0	2055757.5	2070967.5	2007494.8	1985582.0	2026928.0	2028063.0	8520545.0	8335963.0	9280106.0	9067174.0	9386027.0	9753025.0	721999.9	742645.9	729904.7	748508.2	747646.8	733978.06	731046.4	760980.06	729565.8	746255.4	736327.8	720808.3	7455807.0	7659715.0	7540626.5	7717218.5	7715973.0	7575019.0	
sp|P14678|RSMB_HUMAN	P14678	RSMB_HUMAN	SNRPB	240	55.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein-associated proteins B and B'	1.0000	0.9990	12	178	39	178	31	33	29	27	31	27	11	10	6	3	5	4	31	33	29	27	31	27	2985454.0	2784214.2	2663191.2	3063986.5	3049917.5	2604619.0	362106.53	379263.0	373755.8	362418.12	375451.12	364598.3	2985454.0	2784214.2	2663191.2	3063986.5	3049917.5	2604619.0	1154122.6	1167779.4	1171835.0	1193234.0	1222842.1	1190872.8	273614.8	276524.84	284721.72	249110.95	263739.8	240641.17	1154122.6	1167779.4	1171835.0	1193234.0	1222842.1	1190872.8	
