Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Intensity	Indistinguishable Proteins
sp|P08240|SRPRA_HUMAN	P08240	SRPRA_HUMAN	SRPRA	638	1.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal recognition particle receptor subunit alpha	0.9771	0.9990	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	1.8290326E7	1.4709615E7	1.6308547E7	2.1518836E7	1.6514755E7	1.6039601E7	0.0	0.0	0.0	1.8290326E7	1.4709615E7	1.6308547E7	2.1518836E7	1.6514755E7	1.6039601E7	0.0	0.0	0.0	1.8290326E7	1.4709615E7	1.6308547E7	2.1518836E7	1.6514755E7	1.6039601E7	
sp|P09486|SPRC_HUMAN	P09486	SPRC_HUMAN	SPARC	303	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	SPARC	0.9771	0.9990	1	2	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	6025122.0	0.0	0.0	2.0928948E7	2.7151944E7	3.5874008E7	1.2367253E7	0.0	3.1209718E7	6025122.0	0.0	0.0	2.0928948E7	2.7151944E7	3.5874008E7	1.2367253E7	0.0	3.1209718E7	6025122.0	0.0	0.0	2.0928948E7	2.7151944E7	3.5874008E7	1.2367253E7	0.0	3.1209718E7	
sp|P12724|ECP_HUMAN	P12724	ECP_HUMAN	RNASE3	160	10.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eosinophil cationic protein	0.9771	0.9990	1	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P13667|PDIA4_HUMAN	P13667	PDIA4_HUMAN	PDIA4	645	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A4	0.9771	0.9990	3	4	4	4	2	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	1	4688221.0	2660406.5	0.0	6115606.5	3.0003384E7	5.5806448E7	9570176.0	1.0135658E7	1.6381527E7	4688221.0	2660406.5	0.0	6115606.5	3.0003384E7	5.5806448E7	9570176.0	1.0135658E7	1.6381527E7	4688221.0	2660406.5	0.0	6115606.5	3.0003384E7	5.5806448E7	9570176.0	1.0135658E7	1.6381527E7	
sp|P13674|P4HA1_HUMAN	P13674	P4HA1_HUMAN	P4HA1	534	3.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prolyl 4-hydroxylase subunit alpha-1	0.9771	0.9990	2	2	2	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P13995|MTDC_HUMAN	P13995	MTDC_HUMAN	MTHFD2	350	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	0.9771	0.9990	2	8	8	8	2	3	2	1	0	0	0	0	0	2	3	2	1	0	0	0	0	0	2	3	2	1	0	0	0	0	0	1314876.4	5288787.0	2393205.2	3417152.0	5981472.5	7159754.0	4200936.5	1357061.0	3131696.8	1314876.4	5288787.0	2393205.2	3417152.0	5981472.5	7159754.0	4200936.5	1357061.0	3131696.8	1314876.4	5288787.0	2393205.2	3417152.0	5981472.5	7159754.0	4200936.5	1357061.0	3131696.8	
sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyruvate kinase PKM	0.9771	0.9990	1	6	6	6	0	0	0	0	2	1	0	1	2	0	0	0	0	2	1	0	1	2	0	0	0	0	2	1	0	1	2	0.0	1.1673002E7	0.0	0.0	5.5874808E7	3.7527628E7	0.0	3.6734616E7	3.4614512E7	0.0	1.1673002E7	0.0	0.0	5.5874808E7	3.7527628E7	0.0	3.6734616E7	3.4614512E7	0.0	1.1673002E7	0.0	0.0	5.5874808E7	3.7527628E7	0.0	3.6734616E7	3.4614512E7	
sp|P18846|ATF1_HUMAN	P18846	ATF1_HUMAN	ATF1	271	9.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclic AMP-dependent transcription factor ATF-1	0.9771	0.9990	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0125296E7	2.6603982E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0125296E7	2.6603982E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0125296E7	2.6603982E7	
sp|P20339|RAB5A_HUMAN	P20339	RAB5A_HUMAN	RAB5A	215	5.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-5A	0.9771	0.9990	1	4	0	4	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0.0	0.0	0.0	0.0	1.7169282E7	3.5995004E7	0.0	0.0	3.1454392E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7169282E7	3.5995004E7	0.0	0.0	3.1454392E7	sp|P51148|RAB5C_HUMAN, sp|P61020|RAB5B_HUMAN
sp|P21291|CSRP1_HUMAN	P21291	CSRP1_HUMAN	CSRP1	193	7.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine and glycine-rich protein 1	0.9771	0.9990	2	8	8	8	0	0	0	2	1	0	2	3	0	0	0	0	2	1	0	2	3	0	0	0	0	2	1	0	2	3	0	0.0	0.0	0.0	5.7233344E7	4.7387256E7	0.0	8.1031904E7	5.9516732E7	2.3499206E7	0.0	0.0	0.0	5.7233344E7	4.7387256E7	0.0	8.1031904E7	5.9516732E7	2.3499206E7	0.0	0.0	0.0	5.7233344E7	4.7387256E7	0.0	8.1031904E7	5.9516732E7	2.3499206E7	
sp|P26368|U2AF2_HUMAN	P26368	U2AF2_HUMAN	U2AF2	475	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor U2AF 65 kDa subunit	0.9771	0.9990	1	7	7	7	0	2	2	0	1	2	0	0	0	0	2	2	0	1	2	0	0	0	0	2	2	0	1	2	0	0	0	3445298.0	1.3738493E7	2.0967934E7	1.2841531E7	2.3229072E7	2.4238122E7	2.7378336E7	0.0	1.0683898E7	3445298.0	1.3738493E7	2.0967934E7	1.2841531E7	2.3229072E7	2.4238122E7	2.7378336E7	0.0	1.0683898E7	3445298.0	1.3738493E7	2.0967934E7	1.2841531E7	2.3229072E7	2.4238122E7	2.7378336E7	0.0	1.0683898E7	
sp|P29372|3MG_HUMAN	P29372	3MG_HUMAN	MPG	298	5.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-3-methyladenine glycosylase	0.9771	0.9990	1	3	3	3	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0.0	0.0	0.0	1.312947E7	0.0	0.0	1.7008844E7	0.0	0.0	0.0	0.0	0.0	1.312947E7	0.0	0.0	1.7008844E7	0.0	0.0	0.0	0.0	0.0	1.312947E7	0.0	0.0	1.7008844E7	0.0	0.0	
sp|P30040|ERP29_HUMAN	P30040	ERP29_HUMAN	ERP29	261	4.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoplasmic reticulum resident protein 29	0.9771	0.9990	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1.3154049E7	0.0	0.0	1.6882414E7	2.8993338E7	4.1342304E7	1.878534E7	1.4412581E7	2.3281522E7	1.3154049E7	0.0	0.0	1.6882414E7	2.8993338E7	4.1342304E7	1.878534E7	1.4412581E7	2.3281522E7	1.3154049E7	0.0	0.0	1.6882414E7	2.8993338E7	4.1342304E7	1.878534E7	1.4412581E7	2.3281522E7	
sp|P30622|CLIP1_HUMAN	P30622	CLIP1_HUMAN	CLIP1	1438	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	CAP-Gly domain-containing linker protein 1	0.9771	0.9990	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	1.6760747E7	0.0	2.5211696E7	4.3797752E7	0.0	0.0	0.0	0.0	0.0	1.6760747E7	0.0	2.5211696E7	4.3797752E7	0.0	0.0	0.0	0.0	0.0	1.6760747E7	0.0	2.5211696E7	4.3797752E7	0.0	0.0	
sp|P31944|CASPE_HUMAN	P31944	CASPE_HUMAN	CASP14	242	4.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caspase-14	0.9771	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P35080|PROF2_HUMAN	P35080	PROF2_HUMAN	PFN2	140	10.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Profilin-2	0.9771	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2898353.5	0.0	0.0	1.4808988E7	1.6655133E7	2.4940912E7	1.1855864E7	1.6652666E7	2.6741242E7	2898353.5	0.0	0.0	1.4808988E7	1.6655133E7	2.4940912E7	1.1855864E7	1.6652666E7	2.6741242E7	2898353.5	0.0	0.0	1.4808988E7	1.6655133E7	2.4940912E7	1.1855864E7	1.6652666E7	2.6741242E7	
sp|P35221|CTNA1_HUMAN	P35221	CTNA1_HUMAN	CTNNA1	906	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Catenin alpha-1	0.9771	0.9990	2	3	3	3	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0.0	5724021.5	0.0	4.8054896E7	4.4451672E7	3.702242E7	8.2176416E7	4.9493812E7	4.243854E7	0.0	5724021.5	0.0	4.8054896E7	4.4451672E7	3.702242E7	8.2176416E7	4.9493812E7	4.243854E7	0.0	5724021.5	0.0	4.8054896E7	4.4451672E7	3.702242E7	8.2176416E7	4.9493812E7	4.243854E7	
sp|P35222|CTNB1_HUMAN	P35222	CTNB1_HUMAN	CTNNB1	781	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Catenin beta-1	0.9771	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	1.4321851E7	1.6990248E7	2.5543706E7	1.4900111E7	1.6058552E7	1.6822564E7	0.0	0.0	0.0	1.4321851E7	1.6990248E7	2.5543706E7	1.4900111E7	1.6058552E7	1.6822564E7	0.0	0.0	0.0	1.4321851E7	1.6990248E7	2.5543706E7	1.4900111E7	1.6058552E7	1.6822564E7	
sp|P35268|RL22_HUMAN	P35268	RL22_HUMAN	RPL22	128	10.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L22	0.9771	0.9990	1	2	2	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	7791033.0	5539454.5	0.0	3.1885426E7	2.4186942E7	3.8518096E7	3.2022018E7	3.067615E7	3.43646E7	7791033.0	5539454.5	0.0	3.1885426E7	2.4186942E7	3.8518096E7	3.2022018E7	3.067615E7	3.43646E7	7791033.0	5539454.5	0.0	3.1885426E7	2.4186942E7	3.8518096E7	3.2022018E7	3.067615E7	3.43646E7	
sp|P35606|COPB2_HUMAN	P35606	COPB2_HUMAN	COPB2	906	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit beta'	0.9771	0.9990	1	3	3	3	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	9400168.0	9194928.0	9429774.0	8.4892424E7	3.867836E7	5.2864972E7	6.7512104E7	7.5882512E7	3.254639E7	9400168.0	9194928.0	9429774.0	8.4892424E7	3.867836E7	5.2864972E7	6.7512104E7	7.5882512E7	3.254639E7	9400168.0	9194928.0	9429774.0	8.4892424E7	3.867836E7	5.2864972E7	6.7512104E7	7.5882512E7	3.254639E7	
sp|P35998|PRS7_HUMAN	P35998	PRS7_HUMAN	PSMC2	433	2.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 7	0.9771	0.9990	1	9	9	9	0	0	0	2	1	2	1	1	2	0	0	0	2	1	2	1	1	2	0	0	0	2	1	2	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P36957|ODO2_HUMAN	P36957	ODO2_HUMAN	DLST	453	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	0.9771	0.9990	1	4	4	4	2	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1.1124403E7	8428694.0	9811693.0	2.0993388E7	1.4828053E7	1.9452576E7	2.2188004E7	2.4449512E7	1.4542736E7	1.1124403E7	8428694.0	9811693.0	2.0993388E7	1.4828053E7	1.9452576E7	2.2188004E7	2.4449512E7	1.4542736E7	1.1124403E7	8428694.0	9811693.0	2.0993388E7	1.4828053E7	1.9452576E7	2.2188004E7	2.4449512E7	1.4542736E7	
sp|P42766|RL35_HUMAN	P42766	RL35_HUMAN	RPL35	123	10.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L35	0.9771	0.9990	1	3	3	3	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1.0610698E7	1.1372357E7	1.5510411E7	2.3451706E7	5.1150484E7	4.4843376E7	4.2496568E7	2.3578634E7	4.117474E7	1.0610698E7	1.1372357E7	1.5510411E7	2.3451706E7	5.1150484E7	4.4843376E7	4.2496568E7	2.3578634E7	4.117474E7	1.0610698E7	1.1372357E7	1.5510411E7	2.3451706E7	5.1150484E7	4.4843376E7	4.2496568E7	2.3578634E7	4.117474E7	
sp|P48651|PTSS1_HUMAN	P48651	PTSS1_HUMAN	PTDSS1	473	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylserine synthase 1	0.9771	0.9990	1	4	4	4	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0.0	0.0	0.0	557692.6	767875.7	1429763.9	1765147.6	0.0	238616.36	0.0	0.0	0.0	557692.6	767875.7	1429763.9	1765147.6	0.0	238616.36	0.0	0.0	0.0	557692.6	767875.7	1429763.9	1765147.6	0.0	238616.36	
sp|P50479|PDLI4_HUMAN	P50479	PDLI4_HUMAN	PDLIM4	330	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	PDZ and LIM domain protein 4	0.9771	0.9990	1	2	2	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.0	0.0	0.0	3.6359512E7	1.5756124E7	0.0	3.176109E7	3.3393224E7	1.8623146E7	0.0	0.0	0.0	3.6359512E7	1.5756124E7	0.0	3.176109E7	3.3393224E7	1.8623146E7	0.0	0.0	0.0	3.6359512E7	1.5756124E7	0.0	3.176109E7	3.3393224E7	1.8623146E7	
sp|P51153|RAB13_HUMAN	P51153	RAB13_HUMAN	RAB13	203	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-13	0.9771	0.9990	1	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	1.1626478E7	3.5142984E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1626478E7	3.5142984E7	0.0	0.0	0.0	sp|P59190|RAB15_HUMAN, sp|P61006|RAB8A_HUMAN, sp|P61026|RAB10_HUMAN, sp|P62820|RAB1A_HUMAN, sp|Q15286|RAB35_HUMAN, sp|Q92928|RAB1C_HUMAN, sp|Q92930|RAB8B_HUMAN, sp|Q9H0U4|RAB1B_HUMAN
sp|P53007|TXTP_HUMAN	P53007	TXTP_HUMAN	SLC25A1	311	3.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tricarboxylate transport protein, mitochondrial	0.9771	0.9990	1	10	10	10	2	0	0	1	1	1	1	2	2	2	0	0	1	1	1	1	2	2	2	0	0	1	1	1	1	2	2	7794224.0	0.0	6516326.0	3.081921E7	2.3715394E7	1.8910696E7	3.6130644E7	3.3656212E7	2.3686234E7	7794224.0	0.0	6516326.0	3.081921E7	2.3715394E7	1.8910696E7	3.6130644E7	3.3656212E7	2.3686234E7	7794224.0	0.0	6516326.0	3.081921E7	2.3715394E7	1.8910696E7	3.6130644E7	3.3656212E7	2.3686234E7	
sp|P53990|IST1_HUMAN	P53990	IST1_HUMAN	IST1	364	5.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	IST1 homolog	0.9771	0.9990	2	5	5	5	0	0	0	1	2	0	0	2	0	0	0	0	1	2	0	0	2	0	0	0	0	1	2	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P55072|TERA_HUMAN	P55072	TERA_HUMAN	VCP	806	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	0.9771	0.9990	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	4.4397568E7	3.0271436E7	3.2944146E7	4.20002E7	2.6662674E7	2.7178626E7	0.0	0.0	0.0	4.4397568E7	3.0271436E7	3.2944146E7	4.20002E7	2.6662674E7	2.7178626E7	0.0	0.0	0.0	4.4397568E7	3.0271436E7	3.2944146E7	4.20002E7	2.6662674E7	2.7178626E7	
sp|P56134|ATPK_HUMAN	P56134	ATPK_HUMAN	ATP5MF	94	11.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP synthase subunit f, mitochondrial	0.9771	0.9990	1	2	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P56182|RRP1_HUMAN	P56182	RRP1_HUMAN	RRP1	461	2.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal RNA processing protein 1 homolog A	0.9771	0.9990	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P58012|FOXL2_HUMAN	P58012	FOXL2_HUMAN	FOXL2	376	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Forkhead box protein L2	0.9771	0.9990	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q12946|FOXF1_HUMAN, sp|Q12947|FOXF2_HUMAN
sp|P62263|RS14_HUMAN	P62263	RS14_HUMAN	RPS14	151	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S14	0.9771	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	3.50256E7	2.555355E7	3.205827E7	2.9294314E7	0.0	3.469906E7	0.0	0.0	0.0	3.50256E7	2.555355E7	3.205827E7	2.9294314E7	0.0	3.469906E7	0.0	0.0	0.0	3.50256E7	2.555355E7	3.205827E7	2.9294314E7	0.0	3.469906E7	
sp|P62314|SMD1_HUMAN	P62314	SMD1_HUMAN	SNRPD1	119	10.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D1	0.9771	0.9990	1	9	9	9	0	1	0	1	2	0	1	2	2	0	1	0	1	2	0	1	2	2	0	1	0	1	2	0	1	2	2	0.0	0.0	0.0	2.3042578E7	4.8351856E7	4.7358972E7	3.7919504E7	4.8444844E7	3.461376E7	0.0	0.0	0.0	2.3042578E7	4.8351856E7	4.7358972E7	3.7919504E7	4.8444844E7	3.461376E7	0.0	0.0	0.0	2.3042578E7	4.8351856E7	4.7358972E7	3.7919504E7	4.8444844E7	3.461376E7	
sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	TMSB4X	44	31.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymosin beta-4	0.9771	0.9990	1	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
