Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Spectral Count	20220119_C27283_008_S353679_M_1 Spectral Count	20220119_C27283_010_S353680_M_2 Spectral Count	20220119_C27283_012_S353681_M_3 Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Unique Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Unique Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Unique Spectral Count	20220119_C27283_008_S353679_M_1 Unique Spectral Count	20220119_C27283_010_S353680_M_2 Unique Spectral Count	20220119_C27283_012_S353681_M_3 Unique Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Total Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Total Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Total Spectral Count	20220119_C27283_008_S353679_M_1 Total Spectral Count	20220119_C27283_010_S353680_M_2 Total Spectral Count	20220119_C27283_012_S353681_M_3 Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Intensity	20220119_C27283_004_S353677_B-GFP_02 Intensity	20220119_C27283_006_S353678_B-GFP_03 Intensity	20220119_C27283_008_S353679_M_1 Intensity	20220119_C27283_010_S353680_M_2 Intensity	20220119_C27283_012_S353681_M_3 Intensity	20220119_C27283_002_S353676_B-GFP_01 Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 Unique Intensity	20220119_C27283_008_S353679_M_1 Unique Intensity	20220119_C27283_010_S353680_M_2 Unique Intensity	20220119_C27283_012_S353681_M_3 Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 Total Intensity	20220119_C27283_004_S353677_B-GFP_02 Total Intensity	20220119_C27283_006_S353678_B-GFP_03 Total Intensity	20220119_C27283_008_S353679_M_1 Total Intensity	20220119_C27283_010_S353680_M_2 Total Intensity	20220119_C27283_012_S353681_M_3 Total Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Unique Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Unique Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Unique Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Total Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Total Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Total Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Total Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Total Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|Q9LFV6|RPOT2_ARATH	Q9LFV6	RPOT2_ARATH	RPOT2	1011	1.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	DNA-directed RNA polymerase 2, chloroplastic/mitochondrial	0.9957	0.9990	1	15	0	15	1	6	2	3	0	3	0	0	0	0	0	0	1	6	2	3	0	3	8.706743E8	1.89847552E9	3.0887712E8	1.46438496E8	5.7608044E7	3.43338208E8	0.0	0.0	0.0	0.0	0.0	0.0	8.706743E8	1.89847552E9	3.0887712E8	1.46438496E8	5.7608044E7	3.43338208E8	5.6191366E8	1.33852211E9	0.0	0.0	0.0	2.33843424E8	0.0	0.0	0.0	0.0	0.0	0.0	5.6191366E8	1.33852211E9	0.0	0.0	0.0	2.33843424E8	tr|F4KB75|F4KB75_ARATH
sp|Q9S726|RPI3_ARATH	Q9S726	RPI3_ARATH	RPI3	276	6.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Probable ribose-5-phosphate isomerase 3, chloroplastic	0.9957	0.9990	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	5221978.0	1.0214182E7	0.0	0.0	0.0	0.0	5221978.0	1.0214182E7	0.0	0.0	0.0	0.0	5221978.0	1.0214182E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9SA52|CP41B_ARATH	Q9SA52	CP41B_ARATH	CSP41B	378	5.60	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Chloroplast stem-loop binding protein of 41 kDa b, chloroplastic	0.9957	0.9990	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2831845.8	3352462.0	0.0	0.0	0.0	4817017.0	0.0	0.0	0.0	0.0	0.0	0.0	2831845.8	3352462.0	0.0	0.0	0.0	4817017.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1P8ATL2|A0A1P8ATL2_ARATH
sp|Q9SLK0|ICDHX_ARATH	Q9SLK0	ICDHX_ARATH	ICDH	416	3.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Peroxisomal isocitrate dehydrogenase [NADP]	0.9957	0.9990	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	886728.94	1625712.4	0.0	0.0	249113.31	209868.61	0.0	0.0	0.0	0.0	0.0	0.0	886728.94	1625712.4	0.0	0.0	249113.31	209868.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9SRZ6|ICDHC_ARATH
sp|Q9SSD2|PRP8A_ARATH	Q9SSD2	PRP8A_ARATH	PRP8A	2359	1.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Pre-mRNA-processing-splicing factor 8A	0.9957	0.9990	1	4	4	4	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	750337.94	0.0	845968.0	0.0	0.0	0.0	750337.94	0.0	845968.0	0.0	0.0	0.0	750337.94	0.0	845968.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9SUI4|PSAL_ARATH	Q9SUI4	PSAL_ARATH	PSAL	219	13.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Photosystem I reaction center subunit XI, chloroplastic	0.9957	0.9990	1	3	0	3	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	875522.94	0.0	0.0	0.0	0.0	579866.7	0.0	0.0	0.0	0.0	0.0	0.0	875522.94	0.0	0.0	0.0	0.0	579866.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1P8B6D0|A0A1P8B6D0_ARATH
sp|Q9SZV0|RNC1_ARATH	Q9SZV0	RNC1_ARATH	RNC1	537	3.70	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Ribonuclease III domain-containing protein RNC1, chloroplastic	0.9957	0.9990	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	367514.7	1447118.9	0.0	0.0	0.0	0.0	367514.7	1447118.9	0.0	0.0	0.0	0.0	367514.7	1447118.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9XFS7|NLTP5_ARATH	Q9XFS7	NLTP5_ARATH	LTP5	118	6.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Non-specific lipid-transfer protein 5	0.9957	0.9990	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.55506064E8	3.19948352E8	1.02915792E8	5.8923308E7	3.2629584E7	2.8849016E7	1.55506064E8	3.19948352E8	1.02915792E8	5.8923308E7	3.2629584E7	2.8849016E7	1.55506064E8	3.19948352E8	1.02915792E8	5.8923308E7	3.2629584E7	2.8849016E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ZUC1|AOR_ARATH	Q9ZUC1	AOR_ARATH	AOR	386	3.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	NADPH-dependent alkenal/one oxidoreductase, chloroplastic	0.9957	0.9990	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ZUX4|UMP2_ARATH	Q9ZUX4	UMP2_ARATH	At2g27730	113	13.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Uncharacterized protein At2g27730, mitochondrial	0.9957	0.9990	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1726675.4	1719322.5	0.0	0.0	0.0	0.0	1726675.4	1719322.5	0.0	0.0	0.0	0.0	1726675.4	1719322.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ZV07|PIP26_ARATH	Q9ZV07	PIP26_ARATH	PIP2-6	289	9.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Probable aquaporin PIP2-6	0.9957	0.9990	1	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1189556.6	4318876.5	0.0	3589125.0	0.0	0.0	1189556.6	4318876.5	0.0	3589125.0	0.0	0.0	1189556.6	4318876.5	0.0	3589125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|A0A1P8ARB7|A0A1P8ARB7_ARATH	A0A1P8ARB7	A0A1P8ARB7_ARATH	At1g02080	2378	1.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Transcription regulator	0.9957	0.9990	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	243250.98	4101912.8	0.0	2261517.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243250.98	4101912.8	0.0	2261517.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|F4HVV6|F4HVV6_ARATH, tr|F4HVV7|F4HVV7_ARATH
tr|A8MSF2|A8MSF2_ARATH	A8MSF2	A8MSF2_ARATH	ENH1	224	8.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Rubredoxin family protein	0.9957	0.9990	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	7940855.0	1.8183124E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7940855.0	1.8183124E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|Q9FFJ2|Q9FFJ2_ARATH
tr|F4KB73|F4KB73_ARATH	F4KB73	F4KB73_ARATH	At5g15680	2153	1.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	ARM repeat superfamily protein	0.9957	0.9990	2	3	3	3	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	2900198.0	6090703.5	0.0	1407025.5	403750.06	329366.44	2900198.0	6090703.5	0.0	1407025.5	403750.06	329366.44	2900198.0	6090703.5	0.0	1407025.5	403750.06	329366.44	2053140.5	6204744.5	0.0	0.0	0.0	0.0	2053140.5	6204744.5	0.0	0.0	0.0	0.0	2053140.5	6204744.5	0.0	0.0	0.0	0.0	
tr|O64490|O64490_ARATH	O64490	O64490_ARATH	EIF2	465	3.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Protein-synthesizing GTPase	0.9957	0.9990	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2358282.2	4141418.8	0.0	0.0	0.0	1630818.4	2358282.2	4141418.8	0.0	0.0	0.0	1630818.4	2358282.2	4141418.8	0.0	0.0	0.0	1630818.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q58G02|Q58G02_ARATH	Q58G02	Q58G02_ARATH	At2g30615	190	6.30	Arabidopsis thaliana OX=3702	4:Protein predicted	F-box/LRR protein	0.9957	0.9990	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.21561024E8	6.8037389E8	1.6224176E8	4.0908596E7	1.4371261E7	1.0581033E7	2.21561024E8	6.8037389E8	1.6224176E8	4.0908596E7	1.4371261E7	1.0581033E7	2.21561024E8	6.8037389E8	1.6224176E8	4.0908596E7	1.4371261E7	1.0581033E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q940I2|Q940I2_ARATH	Q940I2	Q940I2_ARATH	MED24.18	339	4.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Thioredoxin family protein	0.9957	0.9990	1	3	3	3	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	693658.75	2320165.0	0.0	2109842.0	0.0	0.0	693658.75	2320165.0	0.0	2109842.0	0.0	0.0	693658.75	2320165.0	0.0	2109842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q94C78|Q94C78_ARATH	Q94C78	Q94C78_ARATH	At3g51140	278	7.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	DnaJ (DUF3353)	0.9957	0.9990	1	4	4	4	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0.0	4448356.0	0.0	1745337.4	0.0	178971.92	0.0	4448356.0	0.0	1745337.4	0.0	178971.92	0.0	4448356.0	0.0	1745337.4	0.0	178971.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q9C9I7|Q9C9I7_ARATH	Q9C9I7	Q9C9I7_ARATH	PSB33	287	5.60	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Rieske (2Fe-2S) domain-containing protein	0.9957	0.9990	2	4	4	4	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1.1744973E7	2.443708E7	6504308.0	0.0	1033923.25	2923383.0	1.1744973E7	2.443708E7	6504308.0	0.0	1033923.25	2923383.0	1.1744973E7	2.443708E7	6504308.0	0.0	1033923.25	2923383.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q9FFJ0|Q9FFJ0_ARATH	Q9FFJ0	Q9FFJ0_ARATH	MKP11.4	130	18.50	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Endoplasmic reticulum transmembrane protein	0.9957	0.9990	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q9FI47|Q9FI47_ARATH	Q9FI47	Q9FI47_ARATH	At5g51010	154	15.60	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Rubredoxin-like superfamily protein	0.9957	0.9990	1	3	3	3	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	2182502.5	6807909.5	1668378.4	0.0	0.0	1009499.8	2182502.5	6807909.5	1668378.4	0.0	0.0	1009499.8	2182502.5	6807909.5	1668378.4	0.0	0.0	1009499.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q9SKI3|Q9SKI3_ARATH	Q9SKI3	Q9SKI3_ARATH	PSBX	116	26.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Expressed protein	0.9957	0.9990	1	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1846233.4	5645732.0	2339866.0	0.0	0.0	430068.22	1846233.4	5645732.0	2339866.0	0.0	0.0	430068.22	1846233.4	5645732.0	2339866.0	0.0	0.0	430068.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O04019|PS6AB_ARATH	O04019	PS6AB_ARATH	RPT5B	423	3.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	26S proteasome regulatory subunit 6A homolog B	0.9903	0.9990	1	4	0	4	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1.2017712E7	1.279682E7	5551646.0	0.0	1042750.8	3385627.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2017712E7	1.279682E7	5551646.0	0.0	1042750.8	3385627.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q94BQ2|PRS8B_ARATH, sp|Q9C5U3|PRS8A_ARATH, sp|Q9MAK9|PS10B_ARATH, sp|Q9SEI2|PS6AA_ARATH, sp|Q9SEI3|PS10A_ARATH, sp|Q9SEI4|PRS6B_ARATH, tr|A0A1P8BCJ5|A0A1P8BCJ5_ARATH, tr|B3H533|B3H533_ARATH, tr|Q9FJC9|Q9FJC9_ARATH, tr|Q9T090|Q9T090_ARATH
sp|O65686|RS16A_ARATH	O65686	RS16A_ARATH	RPS16-1	113	13.30	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	30S ribosomal protein S16-1, chloroplastic	0.9952	0.9989	1	4	4	4	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	2954462.0	7762708.0	4021961.2	1534692.0	1023019.3	0.0	2954462.0	7762708.0	4021961.2	1534692.0	1023019.3	0.0	2954462.0	7762708.0	4021961.2	1534692.0	1023019.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08770|RL102_ARATH	Q08770	RL102_ARATH	RPL10B	221	6.00	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	60S ribosomal protein L10-2	0.9952	0.9989	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q93VT9|RL101_ARATH, sp|Q93W22|RL103_ARATH, tr|A0A1P8AUU3|A0A1P8AUU3_ARATH
sp|Q42602|C89A2_ARATH	Q42602	C89A2_ARATH	CYP89A2	506	4.30	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Cytochrome P450 89A2	0.9952	0.9989	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q94AH9|FBRL2_ARATH	Q94AH9	FBRL2_ARATH	FIB2	320	6.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	rRNA 2'-O-methyltransferase fibrillarin 2	0.9952	0.9989	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2708887.8	2882865.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2708887.8	2882865.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9FEF8|FBRL1_ARATH
sp|Q9LDU6|ST7R_ARATH	Q9LDU6	ST7R_ARATH	DWF5	432	3.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	7-dehydrocholesterol reductase	0.9952	0.9989	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A8MS34|A8MS34_ARATH
sp|O82567|AAPT1_ARATH	O82567	AAPT1_ARATH	AAPT1	389	10.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Choline/ethanolaminephosphotransferase 1	0.9948	0.9988	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q38833|CHLG_ARATH	Q38833	CHLG_ARATH	CHLG	387	5.70	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Chlorophyll synthase, chloroplastic	0.9948	0.9988	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	779575.2	2706416.2	0.0	0.0	0.0	0.0	779575.2	2706416.2	0.0	0.0	0.0	0.0	779575.2	2706416.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P38666|RL242_ARATH	P38666	RL242_ARATH	RPL24B	163	7.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	60S ribosomal protein L24-2	0.9944	0.9987	1	3	0	3	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	4941977.0	0.0	0.0	0.0	873646.0	4006455.8	0.0	0.0	0.0	0.0	0.0	0.0	4941977.0	0.0	0.0	0.0	873646.0	4006455.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q42347|RL241_ARATH
sp|Q9FKI4|NAA10_ARATH	Q9FKI4	NAA10_ARATH	NAA10	192	5.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	N-terminal acetyltransferase A complex catalytic subunit NAA10	0.9944	0.9987	1	3	3	3	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	582095.7	1143494.6	0.0	0.0	0.0	525002.0	582095.7	1143494.6	0.0	0.0	0.0	525002.0	582095.7	1143494.6	0.0	0.0	0.0	525002.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O22795|RK28_ARATH	O22795	RK28_ARATH	RPL28	143	6.30	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	50S ribosomal protein L28, chloroplastic	0.9939	0.9986	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4241595.5	8718498.0	0.0	0.0	1760254.4	0.0	4241595.5	8718498.0	0.0	0.0	1760254.4	0.0	4241595.5	8718498.0	0.0	0.0	1760254.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9LPC5|BIG3_ARATH	Q9LPC5	BIG3_ARATH	BIG3	1750	1.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Brefeldin A-inhibited guanine nucleotide-exchange protein 3	0.9939	0.9986	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	644727.7	2312072.8	0.0	0.0	0.0	0.0	644727.7	2312072.8	0.0	0.0	0.0	0.0	644727.7	2312072.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9LY74|BQMT_ARATH	Q9LY74	BQMT_ARATH	VTE3	338	4.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic	0.9939	0.9986	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9MAP3|RK11_ARATH	Q9MAP3	RK11_ARATH	RPL11	222	4.50	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	50S ribosomal protein L11, chloroplastic	0.9939	0.9986	1	3	3	3	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1967317.9	4437640.5	0.0	0.0	0.0	775104.7	1967317.9	4437640.5	0.0	0.0	0.0	775104.7	1967317.9	4437640.5	0.0	0.0	0.0	775104.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O82660|P2SAF_ARATH	O82660	P2SAF_ARATH	HCF136	403	5.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Photosystem II stability/assembly factor HCF136, chloroplastic	0.9935	0.9985	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1P8BG37|A0A1P8BG37_ARATH
